transaction_id,timestamp,customer_id,account_number,transaction_type,debit_amount,credit_amount,merchant_category,channel,city,balance,is_fraud
TXN000171,2026-03-08 15:01:23,CUST1567,ACC700076,POS_DEBIT,14777.73,0.00,HEALTHCARE,ATM_KIOSK,Bengaluru,201135.43,1
TXN000172,2026-03-13 22:46:30,CUST1538,ACC530749,INTEREST_CREDIT,0.00,66897.25,UTILITIES,BRANCH,Delhi,30450.80,0
TXN000173,2026-03-15 14:43:33,CUST1352,ACC234568,ATM_WITHDRAWAL,14587.08,0.00,DINING,WEB_PORTAL,Kolkata,165949.57,1
TXN000174,2026-03-04 16:09:19,CUST1168,ACC269834,INTEREST_CREDIT,0.00,68749.86,HEALTHCARE,WEB_PORTAL,Pune,28022.02,0
TXN000175,2026-03-09 06:40:35,CUST1281,ACC231250,INTEREST_CREDIT,0.00,67644.81,TRAVEL,BRANCH,Delhi,213794.42,0
TXN000176,2026-03-19 04:10:42,CUST1639,ACC855638,INTEREST_CREDIT,0.00,49869.12,HEALTHCARE,BRANCH,Mumbai,154074.98,0
TXN000177,2026-03-09 20:13:49,CUST1585,ACC536822,POS_DEBIT,1264.28,0.00,GROCERY,ATM_KIOSK,Chennai,196190.26,0
TXN000178,2026-03-26 21:25:19,CUST1464,ACC176517,NET_BANKING_DEBIT,14351.92,0.00,GROCERY,WEB_PORTAL,Ahmedabad,128492.03,1
TXN000179,2026-03-20 04:20:55,CUST1735,ACC434827,SALARY_CREDIT,0.00,38897.58,HEALTHCARE,ATM_KIOSK,Bengaluru,62945.41,0
TXN000180,2026-03-04 08:28:15,CUST1144,ACC201514,UPI_TRANSFER,7748.95,0.00,GROCERY,POS_TERMINAL,Kolkata,71808.40,0
TXN000181,2026-03-06 10:59:36,CUST1738,ACC427905,INTEREST_CREDIT,0.00,34269.43,ENTERTAINMENT,WEB_PORTAL,Ahmedabad,241231.18,0
TXN000182,2026-03-16 00:05:25,CUST1517,ACC579441,INTEREST_CREDIT,0.00,37677.06,ENTERTAINMENT,WEB_PORTAL,Pune,221582.78,0
TXN000183,2026-03-21 21:30:18,CUST1549,ACC108574,POS_DEBIT,805.58,0.00,ELECTRONICS,ATM_KIOSK,Bengaluru,222349.78,0
TXN000184,2026-03-12 01:25:03,CUST1583,ACC689107,UPI_TRANSFER,10926.25,0.00,ENTERTAINMENT,POS_TERMINAL,Chennai,194506.34,1
TXN000185,2026-03-27 19:43:39,CUST1121,ACC234913,POS_DEBIT,5825.91,0.00,ELECTRONICS,ATM_KIOSK,Pune,144216.42,0
TXN000186,2026-03-20 16:25:32,CUST1041,ACC147504,UPI_TRANSFER,8389.59,0.00,GROCERY,WEB_PORTAL,Pune,48902.83,0
TXN000187,2026-03-17 04:20:59,CUST1627,ACC434002,SALARY_CREDIT,0.00,41353.29,DINING,ATM_KIOSK,Chennai,50001.06,0
TXN000188,2026-03-18 15:45:36,CUST1306,ACC597960,INTEREST_CREDIT,0.00,28546.14,GROCERY,POS_TERMINAL,Pune,209648.01,0
TXN000189,2026-03-24 22:40:01,CUST1611,ACC597643,NET_BANKING_DEBIT,1688.59,0.00,TRAVEL,BRANCH,Hyderabad,87304.29,0
TXN000190,2026-03-24 19:49:53,CUST1389,ACC254954,NET_BANKING_DEBIT,817.76,0.00,ENTERTAINMENT,MOBILE_APP,Delhi,138194.60,0
TXN000191,2026-03-23 06:26:32,CUST1793,ACC741181,ATM_WITHDRAWAL,333.11,0.00,INVESTMENT,MOBILE_APP,Bengaluru,50586.35,0
TXN000192,2026-03-22 15:33:24,CUST1321,ACC281594,INTEREST_CREDIT,0.00,19513.92,INVESTMENT,BRANCH,Pune,91386.64,0
TXN000193,2026-03-24 21:41:51,CUST1709,ACC377203,INTEREST_CREDIT,0.00,29800.09,INVESTMENT,WEB_PORTAL,Hyderabad,196417.60,0
TXN000194,2026-03-10 09:45:13,CUST1706,ACC839233,UPI_TRANSFER,8393.40,0.00,INVESTMENT,POS_TERMINAL,Ahmedabad,243634.00,0
TXN000195,2026-03-10 03:36:43,CUST1556,ACC498138,UPI_TRANSFER,8429.29,0.00,UTILITIES,POS_TERMINAL,Bengaluru,184591.13,0
TXN000196,2026-03-15 20:16:47,CUST1490,ACC324381,UPI_TRANSFER,678.89,0.00,ENTERTAINMENT,BRANCH,Chennai,33571.92,0
TXN000197,2026-03-20 23:37:15,CUST1248,ACC153231,INTEREST_CREDIT,0.00,53731.99,ENTERTAINMENT,WEB_PORTAL,Mumbai,47259.14,0
TXN000198,2026-03-25 04:00:35,CUST1951,ACC265613,POS_DEBIT,6228.86,0.00,UTILITIES,ATM_KIOSK,Ahmedabad,38628.05,0
TXN000199,2026-03-21 01:58:49,CUST1091,ACC783984,NET_BANKING_DEBIT,3031.87,0.00,ENTERTAINMENT,BRANCH,Mumbai,90474.41,0
TXN000200,2026-03-02 12:50:31,CUST1190,ACC885386,ATM_WITHDRAWAL,6297.38,0.00,TRAVEL,MOBILE_APP,Mumbai,234471.81,0
TXN000201,2026-03-10 14:41:34,CUST1536,ACC617904,UPI_TRANSFER,8541.03,0.00,DINING,BRANCH,Ahmedabad,246003.56,0
TXN000202,2026-03-15 20:16:45,CUST1190,ACC114768,UPI_TRANSFER,2932.53,0.00,HEALTHCARE,POS_TERMINAL,Hyderabad,53186.15,0
TXN000203,2026-03-14 16:20:05,CUST1410,ACC801765,ATM_WITHDRAWAL,9183.77,0.00,ELECTRONICS,WEB_PORTAL,Bengaluru,110290.24,0
TXN000204,2026-03-09 12:15:28,CUST1771,ACC379963,SALARY_CREDIT,0.00,27652.12,HEALTHCARE,POS_TERMINAL,Mumbai,73291.06,0
TXN000205,2026-03-04 14:19:10,CUST1415,ACC819400,UPI_TRANSFER,9822.57,0.00,TRAVEL,MOBILE_APP,Chennai,29599.22,0
TXN000206,2026-03-05 14:47:38,CUST1382,ACC536045,UPI_TRANSFER,9238.65,0.00,INVESTMENT,BRANCH,Hyderabad,46388.66,0
TXN000207,2026-03-26 02:33:28,CUST1540,ACC837952,ATM_WITHDRAWAL,10221.11,0.00,HEALTHCARE,MOBILE_APP,Delhi,155016.40,1
TXN000208,2026-03-07 18:34:09,CUST1168,ACC444056,POS_DEBIT,12440.17,0.00,INVESTMENT,MOBILE_APP,Hyderabad,227178.72,1
TXN000209,2026-03-26 01:29:08,CUST1525,ACC535604,NET_BANKING_DEBIT,8768.06,0.00,INVESTMENT,BRANCH,Mumbai,134938.21,0
TXN000210,2026-03-24 00:25:16,CUST1836,ACC103161,INTEREST_CREDIT,0.00,37366.48,ENTERTAINMENT,BRANCH,Delhi,204625.11,0
TXN000211,2026-03-02 02:59:30,CUST1032,ACC401036,POS_DEBIT,6384.28,0.00,UTILITIES,WEB_PORTAL,Bengaluru,142173.42,0
TXN000212,2026-03-14 11:57:24,CUST1459,ACC495833,NET_BANKING_DEBIT,14676.08,0.00,UTILITIES,MOBILE_APP,Bengaluru,166781.99,1
TXN000213,2026-03-18 12:33:08,CUST1745,ACC333507,NET_BANKING_DEBIT,12911.28,0.00,GROCERY,MOBILE_APP,Chennai,42878.79,1
TXN000214,2026-03-18 12:52:14,CUST1253,ACC583000,SALARY_CREDIT,0.00,52144.99,HEALTHCARE,WEB_PORTAL,Chennai,142944.65,0
TXN000215,2026-03-04 01:51:42,CUST1429,ACC744793,ATM_WITHDRAWAL,14064.28,0.00,GROCERY,WEB_PORTAL,Hyderabad,185380.63,1
TXN000216,2026-03-23 01:15:47,CUST1045,ACC521805,POS_DEBIT,1558.41,0.00,INVESTMENT,WEB_PORTAL,Hyderabad,155479.45,1
TXN000217,2026-03-24 18:20:36,CUST1612,ACC910065,POS_DEBIT,2145.03,0.00,HEALTHCARE,WEB_PORTAL,Chennai,70027.96,0
TXN000218,2026-03-14 09:17:03,CUST1570,ACC720407,ATM_WITHDRAWAL,14786.15,0.00,DINING,ATM_KIOSK,Ahmedabad,137494.00,1
TXN000219,2026-03-22 12:50:33,CUST1326,ACC830132,POS_DEBIT,14585.74,0.00,UTILITIES,ATM_KIOSK,Bengaluru,236272.81,1
TXN000220,2026-03-28 07:19:54,CUST1724,ACC251363,UPI_TRANSFER,5678.08,0.00,INVESTMENT,MOBILE_APP,Kolkata,126276.92,0
TXN000221,2026-03-08 08:13:21,CUST1662,ACC182911,SALARY_CREDIT,0.00,44010.07,INVESTMENT,POS_TERMINAL,Delhi,46511.80,0
TXN000222,2026-03-09 12:43:38,CUST1617,ACC141468,INTEREST_CREDIT,0.00,55720.93,ELECTRONICS,WEB_PORTAL,Hyderabad,59763.18,0
TXN000223,2026-03-10 00:13:59,CUST1194,ACC877493,SALARY_CREDIT,0.00,19622.24,ELECTRONICS,ATM_KIOSK,Hyderabad,228152.71,0
TXN000224,2026-03-18 10:49:18,CUST1389,ACC588899,NET_BANKING_DEBIT,9085.80,0.00,HEALTHCARE,POS_TERMINAL,Chennai,230054.72,0
TXN000225,2026-03-24 15:48:53,CUST1327,ACC312994,UPI_TRANSFER,7716.61,0.00,HEALTHCARE,POS_TERMINAL,Kolkata,38172.93,0
TXN000226,2026-03-09 17:59:37,CUST1593,ACC854987,POS_DEBIT,8459.74,0.00,UTILITIES,POS_TERMINAL,Bengaluru,49291.84,0
TXN000227,2026-03-16 17:41:43,CUST1345,ACC369826,ATM_WITHDRAWAL,4981.49,0.00,INVESTMENT,ATM_KIOSK,Ahmedabad,210840.24,0
TXN000228,2026-03-05 23:34:31,CUST1188,ACC668471,ATM_WITHDRAWAL,11004.94,0.00,GROCERY,BRANCH,Mumbai,97761.40,1
TXN000229,2026-03-25 00:26:08,CUST1862,ACC761338,POS_DEBIT,14180.56,0.00,ENTERTAINMENT,MOBILE_APP,Bengaluru,172030.65,1
TXN000230,2026-03-21 21:59:39,CUST1934,ACC606676,POS_DEBIT,3319.86,0.00,INVESTMENT,MOBILE_APP,Mumbai,29205.78,0
TXN000231,2026-03-17 23:17:34,CUST1293,ACC117975,INTEREST_CREDIT,0.00,43615.05,UTILITIES,WEB_PORTAL,Delhi,17784.98,0
TXN000232,2026-03-09 11:17:50,CUST1406,ACC182857,POS_DEBIT,7889.56,0.00,HEALTHCARE,ATM_KIOSK,Ahmedabad,160648.50,0
TXN000233,2026-03-10 21:52:54,CUST1082,ACC785491,INTEREST_CREDIT,0.00,22024.55,GROCERY,MOBILE_APP,Kolkata,178850.53,0
TXN000234,2026-03-21 00:44:10,CUST1084,ACC624139,SALARY_CREDIT,0.00,31401.87,UTILITIES,POS_TERMINAL,Delhi,126861.20,0
TXN000235,2026-03-28 22:56:36,CUST1486,ACC384263,INTEREST_CREDIT,0.00,69340.66,GROCERY,MOBILE_APP,Chennai,68995.13,0
TXN000236,2026-03-28 10:01:13,CUST1601,ACC251195,INTEREST_CREDIT,0.00,44445.69,UTILITIES,MOBILE_APP,Chennai,22731.92,0
TXN000237,2026-03-22 17:21:24,CUST1773,ACC875679,ATM_WITHDRAWAL,8481.18,0.00,DINING,MOBILE_APP,Pune,214618.97,0
TXN000238,2026-03-20 19:38:25,CUST1992,ACC911131,POS_DEBIT,1510.40,0.00,HEALTHCARE,MOBILE_APP,Chennai,32864.29,0
TXN000239,2026-03-13 13:11:43,CUST1599,ACC792764,SALARY_CREDIT,0.00,39342.24,UTILITIES,MOBILE_APP,Chennai,98615.63,0
TXN000240,2026-03-05 12:45:50,CUST1649,ACC261771,ATM_WITHDRAWAL,10710.97,0.00,UTILITIES,POS_TERMINAL,Pune,34278.93,1
TXN000241,2026-03-25 08:06:08,CUST1089,ACC296494,POS_DEBIT,1418.23,0.00,UTILITIES,ATM_KIOSK,Kolkata,119512.93,0
TXN000242,2026-03-20 10:55:24,CUST1012,ACC406024,POS_DEBIT,442.62,0.00,UTILITIES,ATM_KIOSK,Delhi,36870.10,0
TXN000243,2026-03-08 18:33:10,CUST1701,ACC499226,NET_BANKING_DEBIT,13521.98,0.00,DINING,WEB_PORTAL,Chennai,227723.78,1
TXN000244,2026-03-09 13:19:30,CUST1801,ACC180657,UPI_TRANSFER,4062.68,0.00,HEALTHCARE,POS_TERMINAL,Hyderabad,54293.74,0
TXN000245,2026-03-04 04:19:00,CUST1971,ACC514913,NET_BANKING_DEBIT,9394.25,0.00,HEALTHCARE,BRANCH,Kolkata,60953.83,0
TXN000246,2026-03-21 19:08:19,CUST1328,ACC732512,UPI_TRANSFER,6631.33,0.00,ENTERTAINMENT,ATM_KIOSK,Pune,208530.78,0
TXN000247,2026-03-10 23:44:40,CUST1502,ACC703853,ATM_WITHDRAWAL,14470.39,0.00,ENTERTAINMENT,POS_TERMINAL,Kolkata,242650.43,1
TXN000248,2026-03-04 18:12:37,CUST1558,ACC288667,UPI_TRANSFER,12256.59,0.00,GROCERY,ATM_KIOSK,Hyderabad,107339.76,1
TXN000249,2026-03-03 13:43:31,CUST1142,ACC764100,SALARY_CREDIT,0.00,60837.99,TRAVEL,WEB_PORTAL,Chennai,210351.23,0
TXN000250,2026-03-15 19:30:37,CUST1410,ACC660324,NET_BANKING_DEBIT,2354.44,0.00,UTILITIES,BRANCH,Mumbai,103592.84,0
TXN000251,2026-03-20 20:58:05,CUST1111,ACC906306,UPI_TRANSFER,10539.43,0.00,ENTERTAINMENT,POS_TERMINAL,Bengaluru,205889.79,1
TXN000252,2026-03-21 12:48:21,CUST1988,ACC934908,NET_BANKING_DEBIT,9209.53,0.00,UTILITIES,MOBILE_APP,Mumbai,166582.33,0
TXN000253,2026-03-19 22:36:14,CUST1456,ACC492292,POS_DEBIT,3918.14,0.00,UTILITIES,ATM_KIOSK,Bengaluru,136917.48,0
TXN000254,2026-03-10 13:58:05,CUST1118,ACC971699,UPI_TRANSFER,14965.66,0.00,DINING,POS_TERMINAL,Chennai,128451.20,1
TXN000255,2026-03-16 03:28:46,CUST1713,ACC574425,UPI_TRANSFER,6857.22,0.00,HEALTHCARE,MOBILE_APP,Chennai,128487.61,0
TXN000256,2026-03-28 10:41:06,CUST1693,ACC938913,POS_DEBIT,12162.28,0.00,DINING,WEB_PORTAL,Bengaluru,42045.04,1
TXN000257,2026-03-15 07:51:25,CUST1644,ACC293411,INTEREST_CREDIT,0.00,16209.50,DINING,ATM_KIOSK,Kolkata,146564.50,0
TXN000258,2026-03-15 18:27:24,CUST1004,ACC838968,POS_DEBIT,11073.96,0.00,ENTERTAINMENT,WEB_PORTAL,Chennai,222527.88,1
TXN000259,2026-03-04 17:11:23,CUST1333,ACC306647,NET_BANKING_DEBIT,12140.51,0.00,INVESTMENT,MOBILE_APP,Chennai,29702.48,1
TXN000260,2026-03-21 10:38:24,CUST1625,ACC511612,NET_BANKING_DEBIT,12946.42,0.00,ELECTRONICS,POS_TERMINAL,Pune,139013.03,1
TXN000261,2026-03-23 09:58:39,CUST1604,ACC188868,SALARY_CREDIT,0.00,48215.39,DINING,POS_TERMINAL,Delhi,206228.49,0
TXN000262,2026-03-17 12:26:38,CUST1141,ACC702727,ATM_WITHDRAWAL,4615.43,0.00,UTILITIES,ATM_KIOSK,Bengaluru,177957.59,0
TXN000263,2026-03-21 05:35:10,CUST1501,ACC402865,SALARY_CREDIT,0.00,49485.11,DINING,WEB_PORTAL,Pune,177956.74,0
TXN000264,2026-03-01 15:08:12,CUST1834,ACC502594,SALARY_CREDIT,0.00,48358.70,INVESTMENT,ATM_KIOSK,Ahmedabad,218397.72,0
TXN000265,2026-03-06 02:36:01,CUST1814,ACC898025,SALARY_CREDIT,0.00,54709.97,ENTERTAINMENT,POS_TERMINAL,Mumbai,119305.16,0
TXN000266,2026-03-19 23:49:49,CUST1507,ACC676429,UPI_TRANSFER,3411.41,0.00,ELECTRONICS,BRANCH,Delhi,198473.95,0
TXN000267,2026-03-12 17:52:48,CUST1042,ACC896922,UPI_TRANSFER,11637.94,0.00,INVESTMENT,BRANCH,Hyderabad,208471.46,1
TXN000268,2026-03-25 07:19:55,CUST1033,ACC571578,SALARY_CREDIT,0.00,12169.15,TRAVEL,POS_TERMINAL,Delhi,210066.62,0
TXN000269,2026-03-26 07:13:51,CUST1755,ACC716482,SALARY_CREDIT,0.00,65570.33,HEALTHCARE,BRANCH,Kolkata,42585.72,0
TXN000270,2026-03-26 01:36:22,CUST1545,ACC394739,ATM_WITHDRAWAL,9261.46,0.00,DINING,POS_TERMINAL,Chennai,206179.52,0
TXN000271,2026-03-22 03:08:48,CUST1804,ACC531589,UPI_TRANSFER,8612.40,0.00,GROCERY,POS_TERMINAL,Bengaluru,135887.52,0
TXN000272,2026-03-23 10:53:15,CUST1779,ACC984532,NET_BANKING_DEBIT,12997.88,0.00,UTILITIES,ATM_KIOSK,Bengaluru,73674.15,1
TXN000273,2026-03-13 14:04:40,CUST1813,ACC906233,INTEREST_CREDIT,0.00,49268.14,ELECTRONICS,ATM_KIOSK,Chennai,162536.01,0
TXN000274,2026-03-16 10:37:00,CUST1889,ACC911739,NET_BANKING_DEBIT,14048.22,0.00,ELECTRONICS,ATM_KIOSK,Pune,101731.73,1
TXN000275,2026-03-14 06:31:17,CUST1330,ACC968581,POS_DEBIT,11945.39,0.00,TRAVEL,POS_TERMINAL,Bengaluru,108463.23,1
TXN000276,2026-03-22 01:02:06,CUST1641,ACC921967,INTEREST_CREDIT,0.00,64669.58,INVESTMENT,MOBILE_APP,Delhi,200251.36,0
TXN000277,2026-03-07 22:58:08,CUST1903,ACC781571,ATM_WITHDRAWAL,6647.22,0.00,TRAVEL,WEB_PORTAL,Chennai,240137.47,1
TXN000278,2026-03-21 05:03:25,CUST1640,ACC420349,POS_DEBIT,9836.09,0.00,ENTERTAINMENT,ATM_KIOSK,Delhi,102383.29,0
TXN000279,2026-03-19 07:33:43,CUST1455,ACC109738,NET_BANKING_DEBIT,1473.00,0.00,GROCERY,POS_TERMINAL,Delhi,33315.60,0
TXN000280,2026-03-08 12:05:46,CUST1825,ACC207402,SALARY_CREDIT,0.00,53582.17,ELECTRONICS,POS_TERMINAL,Pune,127259.56,0
TXN000281,2026-03-05 20:43:09,CUST1070,ACC656278,UPI_TRANSFER,2100.08,0.00,GROCERY,BRANCH,Bengaluru,191992.08,0
TXN000282,2026-03-24 04:58:26,CUST1630,ACC819916,SALARY_CREDIT,0.00,29583.14,INVESTMENT,WEB_PORTAL,Delhi,65068.03,0
TXN000283,2026-03-12 13:20:50,CUST1143,ACC359822,POS_DEBIT,2143.20,0.00,TRAVEL,MOBILE_APP,Hyderabad,186552.15,0
TXN000284,2026-03-10 22:01:54,CUST1867,ACC790388,INTEREST_CREDIT,0.00,47069.93,TRAVEL,WEB_PORTAL,Hyderabad,184477.22,0
TXN000285,2026-03-26 07:31:24,CUST1115,ACC352792,NET_BANKING_DEBIT,5906.68,0.00,INVESTMENT,BRANCH,Delhi,199193.38,0
TXN000286,2026-03-12 10:08:24,CUST1881,ACC979727,INTEREST_CREDIT,0.00,67210.72,UTILITIES,POS_TERMINAL,Bengaluru,17835.75,0
TXN000287,2026-03-01 18:04:00,CUST1268,ACC326222,SALARY_CREDIT,0.00,71811.71,GROCERY,MOBILE_APP,Kolkata,196036.26,0
TXN000288,2026-03-25 13:27:44,CUST1411,ACC186431,INTEREST_CREDIT,0.00,25054.15,DINING,POS_TERMINAL,Delhi,182467.83,0
TXN000289,2026-03-05 17:20:25,CUST1600,ACC765105,UPI_TRANSFER,1231.37,0.00,ELECTRONICS,POS_TERMINAL,Kolkata,243963.65,0
TXN000290,2026-03-08 02:59:27,CUST1118,ACC575394,NET_BANKING_DEBIT,14303.75,0.00,GROCERY,POS_TERMINAL,Bengaluru,71079.79,1
TXN000291,2026-03-16 11:33:33,CUST1801,ACC962460,POS_DEBIT,239.34,0.00,TRAVEL,WEB_PORTAL,Pune,17667.39,0
TXN000292,2026-03-24 03:49:57,CUST1030,ACC451284,ATM_WITHDRAWAL,11259.16,0.00,UTILITIES,POS_TERMINAL,Delhi,220263.11,1
TXN000293,2026-03-03 15:29:32,CUST1368,ACC158132,UPI_TRANSFER,10699.23,0.00,INVESTMENT,BRANCH,Bengaluru,150513.14,1
TXN000294,2026-03-22 23:07:14,CUST1758,ACC633541,UPI_TRANSFER,2401.78,0.00,GROCERY,MOBILE_APP,Mumbai,225153.08,0
TXN000295,2026-03-06 01:35:51,CUST1935,ACC848705,ATM_WITHDRAWAL,737.42,0.00,UTILITIES,WEB_PORTAL,Pune,231253.24,0
TXN000296,2026-03-03 18:23:07,CUST1514,ACC806033,ATM_WITHDRAWAL,6273.04,0.00,GROCERY,WEB_PORTAL,Hyderabad,78745.62,0
TXN000297,2026-03-03 14:55:18,CUST1792,ACC985885,INTEREST_CREDIT,0.00,73698.97,TRAVEL,POS_TERMINAL,Delhi,239208.66,0
TXN000298,2026-03-10 18:50:19,CUST1757,ACC752966,INTEREST_CREDIT,0.00,36972.23,ENTERTAINMENT,ATM_KIOSK,Pune,101696.05,0
TXN000299,2026-03-25 06:46:57,CUST1559,ACC897423,INTEREST_CREDIT,0.00,73030.04,ENTERTAINMENT,WEB_PORTAL,Mumbai,249479.97,0
TXN000300,2026-03-21 22:56:00,CUST1973,ACC451291,SALARY_CREDIT,0.00,6673.72,GROCERY,ATM_KIOSK,Chennai,142263.12,0
TXN000301,2026-03-02 04:45:17,CUST1095,ACC146032,POS_DEBIT,3117.66,0.00,ENTERTAINMENT,BRANCH,Kolkata,113656.72,0
TXN000302,2026-03-24 02:37:06,CUST1517,ACC239999,NET_BANKING_DEBIT,13438.89,0.00,UTILITIES,MOBILE_APP,Mumbai,122737.64,1
TXN000303,2026-03-10 08:54:20,CUST1948,ACC939717,SALARY_CREDIT,0.00,51371.07,UTILITIES,POS_TERMINAL,Pune,45716.45,0
TXN000304,2026-03-07 04:49:49,CUST1598,ACC214266,SALARY_CREDIT,0.00,24036.91,DINING,MOBILE_APP,Bengaluru,32551.55,0
TXN000305,2026-03-18 11:49:13,CUST1462,ACC423284,SALARY_CREDIT,0.00,37623.86,INVESTMENT,POS_TERMINAL,Delhi,110530.45,0
TXN000306,2026-03-23 19:02:13,CUST1855,ACC998182,POS_DEBIT,2406.35,0.00,HEALTHCARE,WEB_PORTAL,Delhi,209200.87,0
TXN000307,2026-03-22 09:16:52,CUST1178,ACC132591,NET_BANKING_DEBIT,3760.87,0.00,UTILITIES,ATM_KIOSK,Hyderabad,135663.02,0
TXN000308,2026-03-01 01:53:49,CUST1227,ACC237064,POS_DEBIT,6957.55,0.00,ENTERTAINMENT,ATM_KIOSK,Pune,47851.36,0
TXN000309,2026-03-09 02:01:04,CUST1202,ACC777366,NET_BANKING_DEBIT,9472.95,0.00,INVESTMENT,WEB_PORTAL,Delhi,151846.09,0
TXN000310,2026-03-19 13:52:46,CUST1404,ACC620226,UPI_TRANSFER,1881.79,0.00,GROCERY,ATM_KIOSK,Kolkata,26899.86,0
TXN000311,2026-03-15 04:02:39,CUST1634,ACC746947,ATM_WITHDRAWAL,5341.45,0.00,ENTERTAINMENT,POS_TERMINAL,Ahmedabad,79620.72,0
TXN000312,2026-03-03 08:24:08,CUST1429,ACC309146,SALARY_CREDIT,0.00,66794.50,ENTERTAINMENT,BRANCH,Mumbai,127572.27,0
TXN000313,2026-03-18 15:22:58,CUST1579,ACC626797,SALARY_CREDIT,0.00,59734.10,HEALTHCARE,ATM_KIOSK,Chennai,99391.35,0
TXN000314,2026-03-26 08:03:51,CUST1483,ACC655149,ATM_WITHDRAWAL,439.64,0.00,HEALTHCARE,BRANCH,Hyderabad,21886.31,0
TXN000315,2026-03-27 23:03:48,CUST1970,ACC330069,ATM_WITHDRAWAL,1547.01,0.00,UTILITIES,POS_TERMINAL,Bengaluru,77633.85,0
TXN000316,2026-03-12 18:01:45,CUST1717,ACC468765,ATM_WITHDRAWAL,3586.44,0.00,DINING,BRANCH,Hyderabad,188454.70,0
TXN000317,2026-03-02 02:03:14,CUST1616,ACC329437,SALARY_CREDIT,0.00,42948.72,GROCERY,BRANCH,Ahmedabad,56255.84,0
TXN000318,2026-03-11 22:11:58,CUST1821,ACC985296,POS_DEBIT,5009.42,0.00,HEALTHCARE,MOBILE_APP,Mumbai,204514.67,0
TXN000319,2026-03-28 16:55:23,CUST1983,ACC176054,ATM_WITHDRAWAL,8819.81,0.00,HEALTHCARE,ATM_KIOSK,Delhi,196976.13,0
TXN000320,2026-03-14 20:31:41,CUST1324,ACC282664,UPI_TRANSFER,4561.39,0.00,HEALTHCARE,WEB_PORTAL,Bengaluru,52013.41,0
TXN000321,2026-03-05 05:46:00,CUST1971,ACC836109,SALARY_CREDIT,0.00,26477.63,UTILITIES,BRANCH,Mumbai,176797.13,0
TXN000322,2026-03-08 20:36:06,CUST1959,ACC620287,ATM_WITHDRAWAL,9055.71,0.00,DINING,POS_TERMINAL,Delhi,242369.95,0
TXN000323,2026-03-03 22:42:40,CUST1746,ACC452058,ATM_WITHDRAWAL,5234.81,0.00,INVESTMENT,MOBILE_APP,Chennai,164503.89,0
TXN000324,2026-03-04 23:00:03,CUST1395,ACC559507,ATM_WITHDRAWAL,3780.64,0.00,UTILITIES,WEB_PORTAL,Kolkata,75314.62,0
TXN000325,2026-03-13 03:53:30,CUST1807,ACC706135,SALARY_CREDIT,0.00,66723.95,ENTERTAINMENT,WEB_PORTAL,Ahmedabad,97539.32,0
TXN000326,2026-03-01 10:16:06,CUST1075,ACC458411,POS_DEBIT,11997.96,0.00,DINING,ATM_KIOSK,Bengaluru,22852.00,1
TXN000327,2026-03-11 19:39:57,CUST1494,ACC838726,NET_BANKING_DEBIT,1171.29,0.00,GROCERY,ATM_KIOSK,Bengaluru,244839.76,0
TXN000328,2026-03-04 10:13:12,CUST1419,ACC831063,INTEREST_CREDIT,0.00,67282.73,TRAVEL,POS_TERMINAL,Chennai,51919.39,0
TXN000329,2026-03-16 04:03:23,CUST1003,ACC548377,ATM_WITHDRAWAL,1483.94,0.00,ELECTRONICS,POS_TERMINAL,Ahmedabad,144170.72,0
TXN000330,2026-03-03 15:54:07,CUST1315,ACC923002,ATM_WITHDRAWAL,1499.95,0.00,UTILITIES,ATM_KIOSK,Ahmedabad,164974.80,0
TXN000331,2026-03-12 12:23:11,CUST1456,ACC146784,NET_BANKING_DEBIT,4011.82,0.00,TRAVEL,ATM_KIOSK,Ahmedabad,106068.87,0
TXN000332,2026-03-25 22:42:06,CUST1087,ACC800596,UPI_TRANSFER,3432.32,0.00,HEALTHCARE,BRANCH,Kolkata,29485.25,0
TXN000333,2026-03-13 16:26:34,CUST1703,ACC597889,INTEREST_CREDIT,0.00,20925.89,ENTERTAINMENT,ATM_KIOSK,Chennai,29331.18,0
TXN000334,2026-03-19 16:51:36,CUST1693,ACC750403,POS_DEBIT,5952.33,0.00,DINING,MOBILE_APP,Ahmedabad,23161.20,0
TXN000335,2026-03-07 06:08:02,CUST1433,ACC182175,ATM_WITHDRAWAL,14238.47,0.00,UTILITIES,WEB_PORTAL,Bengaluru,54283.73,1
TXN000336,2026-03-26 02:05:24,CUST1569,ACC516656,INTEREST_CREDIT,0.00,23052.05,HEALTHCARE,POS_TERMINAL,Ahmedabad,229039.05,0
TXN000337,2026-03-17 13:07:26,CUST1153,ACC255398,POS_DEBIT,11808.93,0.00,ELECTRONICS,MOBILE_APP,Delhi,161418.61,1
TXN000338,2026-03-14 08:24:41,CUST1497,ACC699809,UPI_TRANSFER,13018.76,0.00,INVESTMENT,MOBILE_APP,Bengaluru,221831.91,1
TXN000339,2026-03-13 01:25:56,CUST1900,ACC447596,UPI_TRANSFER,6074.46,0.00,ENTERTAINMENT,MOBILE_APP,Ahmedabad,174991.02,0
TXN000340,2026-03-27 09:19:17,CUST1863,ACC615500,UPI_TRANSFER,13460.62,0.00,ELECTRONICS,WEB_PORTAL,Bengaluru,19754.73,1
